OrderDate,OrderID,DeliveryDate,CustomerID,Location,Zone,DeliveryType,ProductCategory,SubCategory,Product,UnitPrice,ShippingFee,OrderQuantity,SalePrice,Status,Rating,Reason,Customer_age,Delivery_days
2019-01-22,2288,2019-02-06,951,Volta,Central,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,1255.07,11.5,3,3776.71,Delivered,5,,48,15
2017-06-16,2289,2017-06-21,577,Oti,South,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,582.01,39.48,5,2949.53,Delivered,4,,42,5
2016-01-29,2290,2016-02-14,644,Weija,East,Express,Electronics,Digital Cameras,Sony Alpha a6000,195.13,10.2,4,790.72,Delivered,1,,23,16
2015-12-17,2291,2015-12-29,353,Ashanti,East,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,831.44,13.61,5,4170.81,Delivered,3,,70,12
2018-05-01,2292,2018-05-12,224,Ashanti,West,Standard Delivery,Electronics,Home Theatre,LG Soundbar,1250.31,10.39,2,2511.01,Returned,1,Arrived Late,32,11
2018-04-29,2293,2018-05-04,779,Oti,West,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,521.06,19.43,1,540.49,Delivered,2,,33,5
2020-05-24,2294,2020-05-29,330,Western,South,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,462.55,12.03,1,474.58,Delivered,3,,48,5
2015-02-05,2295,2015-02-20,183,Greater Accra,South,Express,Fashion,Accessories,Polarized Sunglasses,606.45,5.09,1,611.54,Delivered,1,,27,15
2018-07-01,2296,2018-07-21,503,Western,South,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1115.83,32.97,4,4496.29,Delivered,4,,23,20
2015-11-11,2297,2015-11-25,624,Weija,West,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,1295.42,12.58,4,5194.26,Delivered,3,,54,14
2017-11-19,2298,2017-11-24,527,Greater Accra,Central,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,1051.83,9.87,1,1061.7,Delivered,4,,43,5
2015-12-12,2299,2015-12-30,149,Volta,North,Express,Home and Office,Stationery,Moleskine Notebook,458.05,32.6,5,2322.85,Delivered,1,,46,18
2020-11-03,2300,2020-11-09,979,Greater Accra,South,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,445.41,26.76,5,2253.81,Cancelled,1,Not as expected,64,6
2016-03-08,2301,2016-03-15,775,Weija,East,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,684.07,46.25,2,1414.39,Returned,2,Arrived Late,36,7
2017-09-20,2302,2017-09-23,367,Greater Accra,East,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,931.37,9.65,3,2803.76,Delivered,3,,19,3
2018-11-01,2303,2018-11-12,822,Greater Accra,East,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1100.88,25.1,2,2226.86,Returned,1,Defective,70,11
2016-07-13,2304,2016-08-01,950,Volta,East,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1012.99,35.8,2,2061.78,Delivered,3,,41,19
2017-09-28,2305,2017-10-16,658,Volta,East,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,350.03,24.2,3,1074.29,Delivered,2,,27,18
2016-02-04,2306,2016-02-07,893,Greater Accra,South,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,1253.11,45.33,1,1298.44,Delivered,1,,50,3
2020-05-01,2307,2020-05-08,758,Weija,North,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1415.68,25.95,2,2857.31,Returned,1,Arrived Late,59,7
2019-02-19,2308,2019-03-02,21,Ashanti,West,Standard Delivery,Electronics,Home Theatre,LG Soundbar,766.7,41.86,1,808.56,Delivered,4,,62,11
2020-11-23,2309,2020-12-10,623,Western,Central,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,897.47,9.07,3,2701.48,Returned,1,Changed Mind,49,17
2015-08-01,2310,2015-08-05,665,Ashanti,South,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1024.72,23.99,5,5147.59,Delivered,1,,19,4
2017-09-03,2311,2017-09-06,712,Volta,Central,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,210.62,10.77,3,642.63,Delivered,4,,33,3
2016-08-17,2312,2016-08-31,709,Oti,North,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,467.83,9.97,3,1413.46,Cancelled,2,Changed Mind,24,14
2019-05-16,2313,2019-05-27,188,Oti,South,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,568.74,45.94,1,614.68,Delivered,1,,50,11
2015-12-07,2314,2015-12-24,829,Ashanti,West,Express,Electronics,Home Theatre,LG Soundbar,1338.34,13.46,1,1351.8,Delivered,2,,40,17
2017-08-09,2315,2017-08-25,754,Western,North,Express,Fashion,Shoes,Adidas Ultraboost,1312.11,36.62,4,5285.06,Returned,1,Not as expected,22,16
2015-04-08,2316,2015-04-26,381,Weija,West,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1411.23,17.69,5,7073.84,Delivered,1,,69,18
2015-10-03,2317,2015-10-21,600,Weija,East,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,1464.44,6.07,3,4399.39,Delivered,1,,31,18
2016-10-07,2318,2016-10-14,898,Upper East,South,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,1183.82,46.78,1,1230.6,Returned,2,Not as expected,55,7
2016-09-10,2319,2016-09-15,148,Volta,West,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,95.06,12.67,4,392.91,Returned,2,Changed Mind,34,5
2018-10-08,2320,2018-10-11,272,Western,East,Express,Fashion,Shoes,Nike Air Max,1009.62,13.57,5,5061.67,Delivered,4,,19,3
2018-12-05,2321,2018-12-20,242,Upper East,North,Standard Delivery,Home and Office,Stationery,Parker Pen,651.76,39.86,5,3298.66,Cancelled,1,Not as expected,56,15
2017-04-28,2322,2017-05-14,681,Volta,West,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,302.11,24.91,3,931.24,Returned,1,Defective,42,16
2020-09-16,2323,2020-10-01,820,Oti,East,Express,Fashion,Accessories,Leather Wallet,1365.52,12.61,5,6840.21,Delivered,2,,27,15
2017-01-16,2324,2017-02-05,97,Weija,South,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,626.15,22.79,5,3153.54,Delivered,4,,61,20
2020-05-13,2325,2020-05-19,659,Oti,South,Standard Delivery,Electronics,Home Theatre,LG Soundbar,375.57,48.28,4,1550.56,Delivered,2,,67,6
2017-04-25,2326,2017-05-02,48,Greater Accra,East,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1076.07,24.36,3,3252.57,Delivered,2,,44,7
2019-07-14,2327,2019-07-31,514,Western,Central,Express,Electronics,Smartwatches,Apple Watch Series 6,111.53,47.8,3,382.39,Delivered,4,,36,17
2019-02-20,2328,2019-02-28,683,Greater Accra,North,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,721.93,14.67,5,3624.32,Delivered,2,,68,8
2018-07-23,2329,2018-08-02,756,Upper East,North,Standard Delivery,Fashion,Shoes,Nike Air Max,1285.86,28.38,3,3885.96,Delivered,1,,45,10
2020-06-30,2330,2020-07-03,153,Greater Accra,North,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,359.76,22.8,5,1821.6,Delivered,3,,45,3
2015-06-26,2331,2015-07-15,956,Weija,North,Express,Fashion,Shoes,Nike Air Max,1395.88,20.87,4,5604.39,Returned,1,Changed Mind,28,19
2019-05-29,2332,2019-06-06,337,Western,South,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1028.12,22.32,3,3106.68,Delivered,1,,23,8
2017-05-02,2333,2017-05-22,226,Oti,West,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1401.99,24.21,2,2828.19,Delivered,1,,23,20
2015-06-07,2334,2015-06-09,248,Western,Central,Express,Fashion,Accessories,Leather Wallet,465.86,44.29,2,976.01,Delivered,2,,65,2
2018-11-13,2335,2018-11-21,24,Upper East,North,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02,418.97,49.1,2,887.04,Delivered,4,,51,8
2016-11-10,2336,2016-11-28,28,Weija,West,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,1025.63,31.19,5,5159.34,Delivered,4,,56,18
2020-09-28,2337,2020-10-16,26,Upper East,North,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1066.63,5.37,1,1072.0,Delivered,4,,60,18
2015-06-01,2338,2015-06-19,365,Volta,East,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,159.1,19.45,2,337.65,Cancelled,1,Changed Mind,69,18
2018-12-24,2339,2019-01-05,759,Greater Accra,North,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1290.32,27.55,1,1317.87,Delivered,4,,30,12
2017-10-31,2340,2017-11-13,61,Volta,West,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,377.69,35.7,2,791.08,Delivered,2,,36,13
2018-06-20,2341,2018-07-05,95,Volta,East,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,261.3,31.13,4,1076.33,Delivered,5,,25,15
2015-06-01,2342,2015-06-18,658,Western,North,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,921.53,48.54,2,1891.6,Returned,1,Arrived Late,27,17
2018-03-23,2343,2018-04-04,59,Oti,East,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,116.55,29.05,2,262.15,Delivered,3,,32,12
2017-05-27,2344,2017-05-30,871,Volta,East,Express,Home and Office,Stationery,Moleskine Notebook,460.53,41.8,5,2344.45,Delivered,3,,47,3
2020-11-09,2345,2020-11-24,681,Weija,South,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,191.44,37.02,4,802.78,Delivered,4,,42,15
2017-12-18,2346,2017-12-23,12,Oti,North,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,334.28,35.69,5,1707.09,Returned,2,Changed Mind,28,5
2016-11-06,2347,2016-11-20,637,Upper East,Central,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,213.6,31.06,4,885.46,Returned,2,Changed Mind,52,14
2018-04-08,2348,2018-04-17,385,Greater Accra,East,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1217.37,42.2,3,3694.31,Delivered,4,,42,9
2020-10-21,2349,2020-10-30,529,Western,South,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,426.87,44.38,3,1324.99,Delivered,1,,42,9
2017-08-28,2350,2017-09-04,356,Weija,East,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1083.71,30.57,1,1114.28,Returned,2,Defective,53,7
2020-08-01,2351,2020-08-16,893,Upper East,West,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,545.7,13.57,4,2196.37,Delivered,4,,50,15
2016-11-25,2352,2016-11-30,458,Ashanti,West,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,1429.14,37.74,1,1466.88,Delivered,3,,46,5
2018-06-20,2353,2018-06-24,330,Weija,West,Standard Delivery,Fashion,Accessories,Leather Wallet,1203.95,27.64,3,3639.49,Delivered,2,,48,4
2016-12-08,2354,2016-12-18,641,Oti,West,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,930.54,42.98,3,2834.6,Delivered,2,,41,10
2017-05-18,2355,2017-06-04,717,Greater Accra,Central,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,994.4,21.1,5,4993.1,Delivered,2,,56,17
2018-12-10,2356,2018-12-27,878,Weija,Central,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,1353.03,17.95,4,5430.07,Returned,2,Defective,32,17
2019-06-03,2357,2019-06-05,208,Greater Accra,South,Express,Fashion,Accessories,Polarized Sunglasses,643.85,42.92,4,2618.32,Returned,1,Arrived Late,35,2
2018-10-04,2358,2018-10-06,836,Greater Accra,South,Express,Home and Office,Stationery,Moleskine Notebook,1322.55,10.74,3,3978.39,Delivered,1,,26,2
2016-02-10,2359,2016-02-13,731,Oti,North,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,547.66,12.16,5,2750.46,Delivered,4,,50,3
2016-03-10,2360,2016-03-29,499,Volta,North,Shipped from Abroad,Electronics,Home Theatre,LG Soundbar,1366.94,19.85,1,1386.79,Delivered,1,,22,19
2019-09-21,2361,2019-10-03,654,Western,North,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1155.81,46.4,3,3513.83,Returned,2,Arrived Late,43,12
2020-01-13,2362,2020-01-21,919,Western,East,Express,Fashion,Clothing,Men's Denim Jacket,315.74,28.31,3,975.53,Delivered,4,,59,8
2019-09-04,2363,2019-09-11,943,Ashanti,South,Shipped from Abroad,Fashion,Accessories,Leather Wallet,518.18,39.41,1,557.59,Delivered,2,,63,7
2017-09-26,2364,2017-10-07,407,Volta,Central,Express,Home and Office,Furniture,Ergonomic Office Chair,1431.58,10.34,2,2873.5,Delivered,3,,23,11
2016-11-30,2365,2016-12-03,583,Ashanti,East,Express,Electronics,Digital Cameras,Sony Alpha a6000,146.17,35.12,1,181.29,Delivered,1,,51,3
2018-12-27,2366,2019-01-09,795,Greater Accra,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,809.81,5.85,3,2435.28,Delivered,3,,62,13
2017-01-02,2367,2017-01-19,113,Oti,North,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,477.89,27.03,2,982.81,Delivered,1,,23,17
2015-04-24,2368,2015-04-30,486,Western,North,Express,Health and beauty,Makeup,MAC Lipstick,792.49,29.07,2,1614.05,Delivered,1,,39,6
2015-10-27,2369,2015-11-05,445,Greater Accra,Central,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,499.38,29.73,3,1527.87,Delivered,1,,23,9
2018-03-15,2370,2018-03-28,308,Greater Accra,South,Express,Home and Office,Stationery,Moleskine Notebook,546.71,7.1,3,1647.23,Delivered,1,,49,13
2016-05-17,2371,2016-05-25,794,Weija,Central,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1270.77,47.81,4,5130.89,Delivered,5,,31,8
2017-05-28,2372,2017-05-30,993,Weija,Central,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,208.91,28.96,2,446.78,Returned,2,Not as expected,64,2
2018-04-03,2373,2018-04-10,259,Ashanti,Central,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,754.17,5.52,3,2268.03,Delivered,2,,45,7
2020-11-05,2374,2020-11-13,693,Weija,West,Express,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,1075.35,30.84,2,2181.54,Delivered,1,,29,8
2020-01-06,2375,2020-01-17,847,Oti,Central,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,1095.44,29.64,5,5506.84,Delivered,1,,46,11
2020-12-23,2376,2021-01-03,164,Weija,East,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,1433.17,19.48,1,1452.65,Returned,1,Changed Mind,55,11
2017-04-01,2377,2017-04-14,905,Upper East,East,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,570.0,12.43,1,582.43,Delivered,2,,24,13
2016-03-09,2378,2016-03-27,674,Ashanti,South,Shipped from Abroad,Fashion,Clothing,Men's Denim Jacket,752.08,36.13,5,3796.53,Delivered,2,,58,18
2015-04-23,2379,2015-05-09,744,Greater Accra,West,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,674.13,35.15,4,2731.67,Delivered,3,,49,16
2017-08-19,2380,2017-08-26,75,Weija,South,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1467.1,23.11,4,5891.51,Delivered,2,,26,7
2018-10-07,2381,2018-10-20,438,Oti,Central,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,494.74,36.83,2,1026.31,Delivered,2,,22,13
2016-02-03,2382,2016-02-17,698,Greater Accra,East,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1397.65,40.08,4,5630.68,Delivered,4,,18,14
2018-02-26,2383,2018-03-11,492,Upper East,West,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,93.88,8.94,4,384.46,Returned,2,Defective,48,13
2017-12-20,2384,2018-01-01,935,Greater Accra,West,Express,Fashion,Accessories,Leather Wallet,1022.2,20.87,4,4109.67,Delivered,3,,47,12
2015-02-01,2385,2015-02-20,170,Ashanti,North,Shipped from Abroad,Home and Office,Stationery,Parker Pen,1231.56,13.93,2,2477.05,Delivered,3,,57,19
2015-11-05,2386,2015-11-24,198,Ashanti,East,Express,Home and Office,Stationery,Parker Pen,317.71,22.09,5,1610.64,Delivered,4,,42,19
2017-10-13,2387,2017-10-29,344,Ashanti,North,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,775.63,8.82,2,1560.08,Delivered,2,,21,16
2015-05-14,2388,2015-05-28,445,Ashanti,West,Express,Home and Office,Stationery,Parker Pen,1248.01,22.69,3,3766.72,Returned,1,Arrived Late,23,14
2020-11-25,2389,2020-12-01,964,Weija,East,Express,Electronics,Digital Cameras,Nikon D3500,1257.36,11.24,4,5040.68,Delivered,2,,50,6
2016-11-26,2390,2016-12-11,400,Western,North,Shipped from Abroad,Fashion,Accessories,Leather Wallet,1295.65,8.21,5,6486.46,Delivered,3,,65,15
2020-01-09,2391,2020-01-26,329,Greater Accra,North,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,644.81,15.45,2,1305.07,Delivered,5,,33,17
2016-01-18,2392,2016-01-27,445,Upper East,East,Express,Home and Office,Stationery,Moleskine Notebook,567.4,11.17,5,2848.17,Returned,2,Defective,23,9
2018-03-09,2393,2018-03-24,476,Ashanti,West,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,690.76,15.44,2,1396.96,Delivered,2,,49,15
2019-11-29,2394,2019-12-15,229,Oti,Central,Express,Home and Office,Stationery,Moleskine Notebook,1176.29,14.02,4,4719.18,Delivered,2,,51,16
2016-11-23,2395,2016-12-11,412,Weija,Central,Express,Fashion,Clothing,Men's Denim Jacket,1444.23,24.84,4,5801.76,Delivered,3,,62,18
2017-09-17,2396,2017-09-25,949,Western,Central,Shipped from Abroad,Fashion,Accessories,Leather Wallet,331.17,41.1,4,1365.78,Delivered,3,,33,8
2016-01-08,2397,2016-01-19,245,Upper East,South,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,992.18,29.42,3,3005.96,Delivered,3,,22,11
2016-10-11,2398,2016-10-26,175,Weija,South,Express,Health and beauty,Makeup,Maybelline Foundation,1466.76,32.13,5,7365.93,Delivered,4,,28,15
2020-03-31,2399,2020-04-07,778,Volta,South,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,1270.69,7.28,2,2548.66,Delivered,4,,25,7
2020-05-11,2400,2020-05-29,419,Ashanti,Central,Standard Delivery,Home and Office,Stationery,Parker Pen,1489.11,24.04,3,4491.37,Delivered,5,,44,18
2016-10-31,2401,2016-11-09,944,Volta,Central,Shipped from Abroad,Fashion,Accessories,Leather Wallet,1476.41,39.74,1,1516.15,Delivered,5,,53,9
2020-06-30,2402,2020-07-14,187,Greater Accra,Central,Express,Electronics,Digital Cameras,Sony Alpha a6000,264.57,6.87,3,800.58,Returned,1,Defective,47,14
2015-08-05,2403,2015-08-20,347,Oti,South,Standard Delivery,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1052.06,36.22,5,5296.52,Returned,1,Changed Mind,62,15
2020-12-22,2404,2020-12-28,138,Greater Accra,West,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,595.17,25.61,4,2406.29,Delivered,4,,19,6
2019-12-21,2405,2019-12-26,621,Greater Accra,Central,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1124.39,15.74,3,3388.91,Returned,1,Defective,32,5
2020-10-16,2406,2020-11-01,461,Weija,South,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1192.14,42.6,3,3619.02,Delivered,2,,56,16
2019-03-11,2407,2019-03-24,694,Greater Accra,East,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,415.17,34.28,3,1279.79,Delivered,3,,24,13
2020-10-11,2408,2020-10-31,267,Oti,West,Standard Delivery,Fashion,Shoes,Nike Air Max,824.18,47.39,1,871.57,Delivered,1,,36,20
2019-06-13,2409,2019-06-20,695,Greater Accra,Central,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,453.87,38.76,3,1400.37,Delivered,3,,61,7
2016-07-17,2410,2016-08-01,552,Greater Accra,East,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,631.16,17.49,2,1279.81,Delivered,5,,56,15
2020-02-06,2411,2020-02-20,787,Weija,West,Express,Electronics,Smartwatches,Apple Watch Series 6,421.87,12.44,5,2121.79,Returned,2,Defective,56,14
2017-03-04,2412,2017-03-21,661,Ashanti,West,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,636.84,9.38,1,646.22,Returned,1,Not as expected,47,17
2020-07-06,2413,2020-07-09,944,Ashanti,South,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1055.51,15.81,5,5293.36,Cancelled,2,Changed Mind,53,3
2018-03-16,2414,2018-03-24,588,Oti,East,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,308.94,13.55,3,940.37,Delivered,3,,19,8
2016-01-03,2415,2016-01-09,826,Weija,North,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1113.56,35.71,2,2262.83,Delivered,3,,31,6
2015-05-12,2416,2015-05-20,551,Greater Accra,South,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1414.92,37.07,4,5696.75,Delivered,3,,29,8
2019-07-15,2417,2019-08-04,401,Weija,Central,Express,Fashion,Accessories,Polarized Sunglasses,900.49,5.65,3,2707.12,Delivered,3,,58,20
2018-08-27,2418,2018-09-05,333,Volta,South,Standard Delivery,Fashion,Shoes,Nike Air Max,1159.58,6.79,2,2325.95,Delivered,5,,18,9
2016-02-23,2419,2016-03-06,581,Volta,West,Express,Fashion,Shoes,Nike Air Max,591.36,29.27,5,2986.07,Returned,1,Defective,70,12
2015-05-31,2420,2015-06-07,292,Oti,West,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,753.49,24.3,3,2284.77,Delivered,1,,28,7
2017-08-13,2421,2017-09-02,27,Greater Accra,South,Standard Delivery,Home and Office,Stationery,Parker Pen,584.77,13.57,1,598.34,Cancelled,1,Arrived Late,46,20
2015-07-17,2422,2015-07-23,472,Upper East,North,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,313.77,39.35,4,1294.43,Delivered,2,,58,6
2020-05-26,2423,2020-06-10,900,Upper East,South,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,1255.39,23.06,1,1278.45,Delivered,4,,46,15
2018-09-22,2424,2018-10-08,402,Upper East,Central,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,1050.36,6.83,4,4208.27,Delivered,1,,29,16
2017-08-11,2425,2017-08-31,485,Weija,East,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,350.26,44.44,2,744.96,Delivered,1,,30,20
2018-01-25,2426,2018-02-09,54,Weija,Central,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,757.15,37.91,2,1552.21,Cancelled,1,Changed Mind,31,15
2019-03-20,2427,2019-04-03,790,Greater Accra,East,Standard Delivery,Phones and Tablet,Mobile phones,iPhone 12,778.43,18.96,1,797.39,Delivered,3,,36,14
2018-06-11,2428,2018-06-17,587,Greater Accra,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,349.18,39.49,5,1785.39,Delivered,1,,69,6
2017-03-27,2429,2017-04-08,70,Upper East,West,Shipped from Abroad,Fashion,Accessories,Leather Wallet,1356.86,12.04,1,1368.9,Delivered,2,,51,12
2017-08-30,2430,2017-09-10,728,Volta,West,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,522.33,48.41,3,1615.4,Returned,2,Not as expected,29,11
2017-11-09,2431,2017-11-26,402,Ashanti,East,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,515.4,35.68,4,2097.28,Delivered,3,,29,17
2020-09-13,2432,2020-09-28,917,Volta,East,Express,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,544.78,12.52,4,2191.64,Delivered,4,,25,15
2020-02-07,2433,2020-02-09,833,Volta,Central,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,722.99,44.92,1,767.91,Delivered,4,,24,2
2020-01-23,2434,2020-02-09,511,Oti,Central,Shipped from Abroad,Fashion,Shoes,Nike Air Max,973.53,6.62,2,1953.68,Returned,1,Defective,46,17
2018-06-03,2435,2018-06-06,259,Western,South,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,648.14,34.84,4,2627.4,Delivered,2,,45,3
2018-05-31,2436,2018-06-12,379,Ashanti,South,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,806.85,32.17,5,4066.42,Delivered,1,,56,12
2016-04-05,2437,2016-04-25,332,Ashanti,South,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1314.71,34.75,3,3978.88,Delivered,3,,36,20
2015-01-30,2438,2015-02-04,30,Ashanti,North,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,932.8,30.04,2,1895.64,Returned,2,Defective,48,5
2020-02-20,2439,2020-03-06,154,Greater Accra,South,Express,Health and beauty,Makeup,Maybelline Foundation,603.7,49.21,1,652.91,Delivered,3,,42,15
2015-04-14,2440,2015-04-22,511,Oti,West,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,669.09,5.79,1,674.88,Returned,2,Arrived Late,46,8
2019-08-06,2441,2019-08-24,711,Weija,Central,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,1228.55,44.61,5,6187.36,Delivered,3,,28,18
2018-04-04,2442,2018-04-13,50,Weija,North,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,98.06,6.69,4,398.93,Returned,2,Defective,43,9
2016-11-14,2443,2016-12-02,708,Western,South,Express,Electronics,Digital Cameras,Sony Alpha a6000,1445.06,39.13,5,7264.43,Delivered,1,,49,18
2015-01-04,2444,2015-01-09,632,Greater Accra,Central,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1315.67,35.08,2,2666.42,Delivered,5,,34,5
2020-12-11,2445,2020-12-25,439,Ashanti,South,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,786.84,36.34,5,3970.54,Delivered,1,,67,14
2017-11-07,2446,2017-11-21,765,Western,South,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,304.49,25.92,4,1243.88,Delivered,5,,45,14
2020-03-11,2447,2020-03-24,77,Upper East,North,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,839.57,37.97,5,4235.82,Delivered,2,,23,13
2016-11-09,2448,2016-11-14,12,Greater Accra,Central,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1431.58,28.45,3,4323.19,Delivered,1,,28,5
2017-04-16,2449,2017-04-27,920,Oti,Central,Shipped from Abroad,Fashion,Shoes,Nike Air Max,626.17,10.5,4,2515.18,Returned,2,Changed Mind,50,11
